"DISTRICTE","CODI_ILLA","SECC_CENS","BARRI","NOM_DISTRICTE","NOM_BARRI","AEB","HABITANTS","NUM_PARC","NUM_LOCALS","NUM_VIVENDES","NUM_PARKINGS","NUM_ALTRES","SUP_CONS","SUP_SOBRE_RASANT","SUP_SOTA_RASANT","SUP_LOCALS","SUP_SERVEIS","SUP_SOL","DATA_DADES"
"01","05071","001","01","Ciutat Vella","el Raval","001","1","4","96","1","3","89","202635","94173","108462","","","114001","03/03/2023 00:02:11"
"01","06041","036","03","Ciutat Vella","la Barceloneta","014","0","1","0","0","0","0","0","0","0","","","8360","03/03/2023 00:02:11"
"01","06044","036","03","Ciutat Vella","la Barceloneta","014","0","1","0","0","0","0","0","0","0","","","4843","03/03/2023 00:02:11"
"01","06054","036","03","Ciutat Vella","la Barceloneta","014","0","3","3","0","0","3","3711","0","3711","","","62393","03/03/2023 00:02:11"
"01","06055","036","03","Ciutat Vella","la Barceloneta","014","2","4","698","60","563","75","94304","54222","40082","","","13401","03/03/2023 00:02:11"
"01","06057","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","2","0","0","0","0","0","0","0","","","5932","03/03/2023 00:02:11"
"01","06058","036","03","Ciutat Vella","la Barceloneta","014","95","3","51","44","1","6","18534","12632","5902","","","7289","03/03/2023 00:02:11"
"01","06059","036","03","Ciutat Vella","la Barceloneta","014","0","2","22","0","1","21","35258","24663","10595","","","7193","03/03/2023 00:02:11"
"01","10026","032","03","Ciutat Vella","la Barceloneta","013","180","17","325","112","14","199","241016","171338","69678","","","452992","03/03/2023 00:02:11"
"01","10030","032","03","Ciutat Vella","la Barceloneta","013","95","6","90","78","0","12","7603","7603","0","","","17348","03/03/2023 00:02:11"
"01","10040","032","03","Ciutat Vella","la Barceloneta","013","0","1","0","0","0","0","0","0","0","","","11372","03/03/2023 00:02:11"
"01","10050","032","03","Ciutat Vella","la Barceloneta","013","0","1","1","0","0","1","71","71","0","","","71","03/03/2023 00:02:11"
"01","10060","032","03","Ciutat Vella","la Barceloneta","013","4","2","10","4","0","3","1117","1117","0","","","217","03/03/2023 00:02:11"
"01","10070","032","03","Ciutat Vella","la Barceloneta","013","55","5","42","21","0","5","1854","1782","72","","","410","03/03/2023 00:02:11"
"01","10080","032","03","Ciutat Vella","la Barceloneta","013","40","8","53","26","0","2","2036","1895","141","","","551","03/03/2023 00:02:11"
"01","10090","032","03","Ciutat Vella","la Barceloneta","013","42","5","46","37","0","9","4337","4337","0","","","780","03/03/2023 00:02:11"
"01","10100","032","03","Ciutat Vella","la Barceloneta","013","133","9","95","89","0","1","3716","3716","0","","","780","03/03/2023 00:02:11"
"01","10110","032","03","Ciutat Vella","la Barceloneta","013","141","7","112","110","0","0","4283","4283","0","","","795","03/03/2023 00:02:11"
"01","10120","032","03","Ciutat Vella","la Barceloneta","013","144","7","99","59","0","20","8546","7497","1049","","","1376","03/03/2023 00:02:11"
"01","10130","032","03","Ciutat Vella","la Barceloneta","013","71","5","54","32","0","17","5733","5169","564","","","1130","03/03/2023 00:02:11"
"01","10140","032","03","Ciutat Vella","la Barceloneta","013","98","5","75","27","1","8","4090","3876","214","","","650","03/03/2023 00:02:11"
"01","10150","032","03","Ciutat Vella","la Barceloneta","013","97","9","86","59","0","6","3603","3353","250","","","647","03/03/2023 00:02:11"
"01","10160","032","03","Ciutat Vella","la Barceloneta","013","93","10","87","64","0","6","3504","3504","0","","","640","03/03/2023 00:02:11"
"01","10170","032","03","Ciutat Vella","la Barceloneta","013","88","9","80","36","0","10","3116","3116","0","","","650","03/03/2023 00:02:11"
"01","10180","032","03","Ciutat Vella","la Barceloneta","013","80","6","67","61","0","6","2765","2737","28","","","655","03/03/2023 00:02:11"
"01","10190","032","03","Ciutat Vella","la Barceloneta","013","89","8","72","32","0","6","3359","3228","131","","","657","03/03/2023 00:02:11"
"01","10200","032","03","Ciutat Vella","la Barceloneta","013","105","8","81","44","0","8","3260","3129","131","","","656","03/03/2023 00:02:11"
"01","10210","032","03","Ciutat Vella","la Barceloneta","013","92","6","78","44","0","5","3908","3638","270","","","652","03/03/2023 00:02:11"
"01","10220","032","03","Ciutat Vella","la Barceloneta","013","46","7","35","11","0","5","1922","1883","39","","","660","03/03/2023 00:02:11"
"01","10230","032","03","Ciutat Vella","la Barceloneta","013","18","5","26","13","0","2","1235","1235","0","","","427","03/03/2023 00:02:11"
"01","10240","032","03","Ciutat Vella","la Barceloneta","013","0","1","0","0","0","0","0","0","0","","","327","03/03/2023 00:02:11"
"01","10250","??","03","Ciutat Vella","la Barceloneta","??","56","11","55","49","0","6","3403","3403","0","","","13122","03/03/2023 00:02:11"
"01","10260","034","03","Ciutat Vella","la Barceloneta","013","80","7","68","54","0","3","3073","3073","0","","","689","03/03/2023 00:02:11"
"01","10271","034","03","Ciutat Vella","la Barceloneta","013","254","19","205","158","0","14","8442","8442","0","","","1643","03/03/2023 00:02:11"
"01","10290","034","03","Ciutat Vella","la Barceloneta","013","127","7","107","69","0","3","4367","4222","145","","","796","03/03/2023 00:02:11"
"01","10300","034","03","Ciutat Vella","la Barceloneta","013","137","9","107","93","0","3","4241","4241","0","","","806","03/03/2023 00:02:11"
"01","10310","034","03","Ciutat Vella","la Barceloneta","013","128","12","94","62","0","3","3771","3771","0","","","792","03/03/2023 00:02:11"
"01","10320","034","03","Ciutat Vella","la Barceloneta","013","163","13","108","61","0","8","4348","4348","0","","","819","03/03/2023 00:02:11"
"01","10331","033","03","Ciutat Vella","la Barceloneta","013","319","22","228","137","0","17","9480","9354","126","","","1674","03/03/2023 00:02:11"
"01","10350","033","03","Ciutat Vella","la Barceloneta","013","139","14","101","54","0","11","3928","3888","40","","","822","03/03/2023 00:02:11"
"01","10360","033","03","Ciutat Vella","la Barceloneta","013","140","7","95","79","0","6","4759","4656","103","","","852","03/03/2023 00:02:11"
"01","10371","033","03","Ciutat Vella","la Barceloneta","013","325","15","220","115","0","16","9924","9860","64","","","1700","03/03/2023 00:02:11"
"01","10390","033","03","Ciutat Vella","la Barceloneta","013","128","8","135","92","1","19","10643","9371","1272","","","1407","03/03/2023 00:02:11"
"01","10410","040","03","Ciutat Vella","la Barceloneta","015","133","6","103","81","3","18","7756","7251","505","","","1120","03/03/2023 00:02:11"
"01","10421","040","03","Ciutat Vella","la Barceloneta","015","258","20","175","105","0","24","7735","7369","366","","","1391","03/03/2023 00:02:11"
"01","10441","039","03","Ciutat Vella","la Barceloneta","015","246","22","179","118","0","19","8231","7846","385","","","1382","03/03/2023 00:02:11"
"01","10461","039","03","Ciutat Vella","la Barceloneta","015","197","20","161","85","1","15","7282","7282","0","","","1383","03/03/2023 00:02:11"
"01","10480","039","03","Ciutat Vella","la Barceloneta","015","158","6","86","75","0","11","6586","6586","0","","","1157","03/03/2023 00:02:11"
"01","10490","039","03","Ciutat Vella","la Barceloneta","015","120","6","86","77","0","9","6563","6563","0","","","1160","03/03/2023 00:02:11"
"01","10501","038","03","Ciutat Vella","la Barceloneta","015","216","14","151","118","0","17","6923","6791","132","","","1386","03/03/2023 00:02:11"
"01","10521","038","03","Ciutat Vella","la Barceloneta","015","189","7","140","73","0","17","6559","6427","132","","","1385","03/03/2023 00:02:11"
"01","10541","038","03","Ciutat Vella","la Barceloneta","015","203","11","152","125","0","11","6406","6406","0","","","1368","03/03/2023 00:02:11"
"01","10561","035","03","Ciutat Vella","la Barceloneta","014","160","10","136","113","0","22","9855","8236","1619","","","4003","03/03/2023 00:02:11"
"01","10562","035","03","Ciutat Vella","la Barceloneta","014","0","1","0","0","0","0","0","0","0","","","3013","03/03/2023 00:02:11"
"01","10570","035","03","Ciutat Vella","la Barceloneta","014","0","1","0","0","0","0","0","0","0","","","1593","03/03/2023 00:02:11"
"01","10611","039","03","Ciutat Vella","la Barceloneta","015","75","4","55","40","0","11","2571","2571","0","","","438","03/03/2023 00:02:11"
"01","10620","039","03","Ciutat Vella","la Barceloneta","015","61","2","35","26","0","4","1966","1936","30","","","435","03/03/2023 00:02:11"
"01","10630","039","03","Ciutat Vella","la Barceloneta","015","36","3","31","2","0","7","2148","2148","0","","","439","03/03/2023 00:02:11"
"01","10640","039","03","Ciutat Vella","la Barceloneta","015","53","8","49","27","0","13","2430","1983","447","","","427","03/03/2023 00:02:11"
"01","10650","040","03","Ciutat Vella","la Barceloneta","015","87","7","74","59","0","7","2863","2573","290","","","424","03/03/2023 00:02:11"
"01","10660","040","03","Ciutat Vella","la Barceloneta","015","98","6","64","48","0","8","2846","2720","126","","","435","03/03/2023 00:02:11"
"01","10670","040","03","Ciutat Vella","la Barceloneta","015","171","8","145","87","0","22","9448","8300","1148","","","1219","03/03/2023 00:02:11"
"01","10690","040","03","Ciutat Vella","la Barceloneta","015","144","7","117","90","0","22","9737","8796","941","","","1205","03/03/2023 00:02:11"
"01","10700","040","03","Ciutat Vella","la Barceloneta","015","72","7","62","43","0","15","2737","2375","362","","","427","03/03/2023 00:02:11"
"01","10710","040","03","Ciutat Vella","la Barceloneta","015","70","7","59","24","0","9","2538","2381","157","","","427","03/03/2023 00:02:11"
"01","10721","040","03","Ciutat Vella","la Barceloneta","015","15","2","24","20","1","3","1283","1030","253","","","258","03/03/2023 00:02:11"
"01","10722","040","03","Ciutat Vella","la Barceloneta","015","0","1","0","0","0","0","0","0","0","","","806","03/03/2023 00:02:11"
"01","10730","040","03","Ciutat Vella","la Barceloneta","015","37","2","25","23","0","2","1264","1132","132","","","199","03/03/2023 00:02:11"
"01","10740","039","03","Ciutat Vella","la Barceloneta","015","358","26","242","132","2","50","19070","18390","680","","","6188","03/03/2023 00:02:11"
"01","10760","039","03","Ciutat Vella","la Barceloneta","015","0","3","265","0","265","0","6045","0","6045","","","9483","03/03/2023 00:02:11"
"01","10780","041","03","Ciutat Vella","la Barceloneta","015","123","16","113","59","4","12","4051","3807","244","","","770","03/03/2023 00:02:11"
"01","10790","041","03","Ciutat Vella","la Barceloneta","015","129","13","110","87","0","7","4023","3856","167","","","772","03/03/2023 00:02:11"
"01","10800","041","03","Ciutat Vella","la Barceloneta","015","139","14","114","67","0","13","4511","4335","176","","","771","03/03/2023 00:02:11"
"01","10810","041","03","Ciutat Vella","la Barceloneta","015","137","19","114","72","0","7","4400","4222","178","","","767","03/03/2023 00:02:11"
"01","10820","041","03","Ciutat Vella","la Barceloneta","015","149","13","109","63","1","14","4173","4013","160","","","781","03/03/2023 00:02:11"
"01","10830","041","03","Ciutat Vella","la Barceloneta","015","161","13","120","77","0","14","4739","4463","276","","","781","03/03/2023 00:02:11"
"01","10840","041","03","Ciutat Vella","la Barceloneta","015","103","15","108","60","1","13","4009","3691","318","","","774","03/03/2023 00:02:11"
"01","10850","041","03","Ciutat Vella","la Barceloneta","015","127","16","113","48","0","24","4678","4016","662","","","776","03/03/2023 00:02:11"
"01","10860","041","03","Ciutat Vella","la Barceloneta","015","148","13","110","43","0","14","4453","4171","282","","","769","03/03/2023 00:02:11"
"01","10870","041","03","Ciutat Vella","la Barceloneta","015","112","8","81","26","0","22","4744","4460","284","","","795","03/03/2023 00:02:11"
"01","10880","041","03","Ciutat Vella","la Barceloneta","015","137","9","113","70","0","27","7466","6609","857","","","1336","03/03/2023 00:02:11"
"01","10898","032","03","Ciutat Vella","la Barceloneta","013","0","6","59","0","1","58","169747","36504","133243","","","132465","03/03/2023 00:02:11"
"01","10900","042","03","Ciutat Vella","la Barceloneta","015","175","4","100","41","16","22","10911","9694","1217","","","2219","03/03/2023 00:02:11"
"01","10911","042","03","Ciutat Vella","la Barceloneta","015","156","7","82","57","0","12","5685","5685","0","","","1126","03/03/2023 00:02:11"
"01","10912","042","03","Ciutat Vella","la Barceloneta","015","160","9","102","93","2","7","6363","6363","0","","","1118","03/03/2023 00:02:11"
"01","10921","042","03","Ciutat Vella","la Barceloneta","015","178","8","106","79","0","17","6978","6661","317","","","1123","03/03/2023 00:02:11"
"01","10922","042","03","Ciutat Vella","la Barceloneta","015","212","8","95","69","0","6","6477","6433","44","","","1115","03/03/2023 00:02:11"
"01","10931","042","03","Ciutat Vella","la Barceloneta","015","176","8","132","66","39","15","12746","11546","1200","","","3137","03/03/2023 00:02:11"
"01","10941","042","03","Ciutat Vella","la Barceloneta","015","168","7","139","78","46","10","10712","9349","1363","","","2298","03/03/2023 00:02:11"
"01","10953","042","03","Ciutat Vella","la Barceloneta","015","0","1","0","0","0","0","0","0","0","","","2589","03/03/2023 00:02:11"
"01","10955","042","03","Ciutat Vella","la Barceloneta","015","94","1","101","48","40","13","7734","6585","1149","","","1275","03/03/2023 00:02:11"
"01","10960","038","03","Ciutat Vella","la Barceloneta","015","89","10","64","28","0","15","3343","2999","344","","","729","03/03/2023 00:02:11"
"01","10970","038","03","Ciutat Vella","la Barceloneta","015","154","15","103","73","0","8","4147","3966","181","","","728","03/03/2023 00:02:11"
"01","10980","038","03","Ciutat Vella","la Barceloneta","015","139","16","100","61","0","3","3962","3927","35","","","722","03/03/2023 00:02:11"
"01","10990","038","03","Ciutat Vella","la Barceloneta","015","140","16","113","77","0","13","4199","4014","185","","","733","03/03/2023 00:02:11"
"01","11000","038","03","Ciutat Vella","la Barceloneta","015","129","13","97","78","0","5","3739","3644","95","","","730","03/03/2023 00:02:11"
"01","11010","038","03","Ciutat Vella","la Barceloneta","015","149","11","106","100","0","6","4109","4034","75","","","720","03/03/2023 00:02:11"
"01","11020","035","03","Ciutat Vella","la Barceloneta","014","177","8","121","102","0","2","4568","4568","0","","","731","03/03/2023 00:02:11"
"01","11030","035","03","Ciutat Vella","la Barceloneta","014","115","10","96","66","0","10","3962","3962","0","","","741","03/03/2023 00:02:11"
"01","11040","035","03","Ciutat Vella","la Barceloneta","014","157","8","104","70","0","6","4387","4248","139","","","743","03/03/2023 00:02:11"
"01","11050","035","03","Ciutat Vella","la Barceloneta","014","63","4","23","5","0","6","3322","3253","69","","","748","03/03/2023 00:02:11"
"01","11060","035","03","Ciutat Vella","la Barceloneta","014","161","8","110","82","0","2","4222","4158","64","","","738","03/03/2023 00:02:11"
"01","11070","035","03","Ciutat Vella","la Barceloneta","014","159","4","110","107","0","3","4344","4344","0","","","742","03/03/2023 00:02:11"
"01","11080","035","03","Ciutat Vella","la Barceloneta","014","141","8","111","58","0","1","4302","4302","0","","","744","03/03/2023 00:02:11"
"01","11090","035","03","Ciutat Vella","la Barceloneta","014","32","2","13","13","0","0","1541","1541","0","","","530","03/03/2023 00:02:11"
"01","11101","036","03","Ciutat Vella","la Barceloneta","014","0","2","7","0","0","7","3663","2980","683","","","3925","03/03/2023 00:02:11"
"01","11120","037","03","Ciutat Vella","la Barceloneta","015","629","26","508","263","97","83","32430","28111","4319","","","7028","03/03/2023 00:02:11"
"01","11130","036","03","Ciutat Vella","la Barceloneta","014","112","16","100","58","0","9","3689","3516","173","","","693","03/03/2023 00:02:11"
"01","11142","036","03","Ciutat Vella","la Barceloneta","014","420","5","272","229","0","7","18166","18166","0","","","7476","03/03/2023 00:02:11"
"01","11143","036","03","Ciutat Vella","la Barceloneta","014","379","11","299","236","0","21","18399","18205","194","","","7080","03/03/2023 00:02:11"
"01","11144","042","03","Ciutat Vella","la Barceloneta","015","224","4","292","68","126","18","20671","17356","3315","","","6692","03/03/2023 00:02:11"
"01","11145","036","03","Ciutat Vella","la Barceloneta","014","0","4","39","0","7","32","52493","30566","21927","","","7968","03/03/2023 00:02:11"
"01","11146","036","03","Ciutat Vella","la Barceloneta","014","151","5","151","49","65","37","11049","8883","2166","","","4198","03/03/2023 00:02:11"
"01","11147","036","03","Ciutat Vella","la Barceloneta","014","0","2","17","0","0","17","19161","19161","0","","","58907","03/03/2023 00:02:11"
"01","11150","037","03","Ciutat Vella","la Barceloneta","015","125","13","95","67","0","8","3967","3915","52","","","772","03/03/2023 00:02:11"
"01","11160","037","03","Ciutat Vella","la Barceloneta","015","338","1","202","139","19","44","13640","12296","1344","","","2125","03/03/2023 00:02:11"
"01","11170","037","03","Ciutat Vella","la Barceloneta","015","189","8","125","104","0","8","4763","4689","74","","","789","03/03/2023 00:02:11"
"01","11180","036","03","Ciutat Vella","la Barceloneta","014","0","1","0","0","0","0","0","0","0","","","851","03/03/2023 00:02:11"
"01","11190","042","03","Ciutat Vella","la Barceloneta","015","213","11","132","73","4","23","15486","15345","141","","","4290","03/03/2023 00:02:11"
"01","11201","036","03","Ciutat Vella","la Barceloneta","014","0","5","53","0","2","51","86928","52642","34286","","","47790","03/03/2023 00:02:11"
"01","11210","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","14","72","0","0","72","83854","80741","3113","","","310222","03/03/2023 00:02:11"
"01","11310","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","607","14","1526","435","629","462","123797","65405","58392","","","88940","03/03/2023 00:02:11"
"01","11330","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","87","6","78","35","0","29","9226","8782","444","","","2024","03/03/2023 00:02:11"
"01","11340","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","57","2","21","5","0","6","1895","1895","0","","","404","03/03/2023 00:02:11"
"01","11350","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","8","2","31","1","2","9","2341","2341","0","","","378","03/03/2023 00:02:11"
"01","11360","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","34","5","42","10","0","19","6473","5836","637","","","1073","03/03/2023 00:02:11"
"01","11371","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","1","1","4","0","0","4","7548","7548","0","","","2457","03/03/2023 00:02:11"
"01","11373","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","1","0","0","0","0","0","0","0","","","1585","03/03/2023 00:02:11"
"01","11374","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","1","0","0","0","0","0","0","0","","","327","03/03/2023 00:02:11"
"01","11375","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","1","0","0","0","0","0","0","0","","","3205","03/03/2023 00:02:11"
"01","11380","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","81","4","50","20","0","8","6425","6332","93","","","1075","03/03/2023 00:02:11"
"01","11390","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","83","4","58","32","0","16","6670","6392","278","","","1046","03/03/2023 00:02:11"
"01","11400","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","112","13","137","63","0","24","11616","11415","201","","","2216","03/03/2023 00:02:11"
"01","11410","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","1","14","12","0","2","1200","1200","0","","","234","03/03/2023 00:02:11"
"01","11420","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","21","4","29","17","0","4","1209","1209","0","","","308","03/03/2023 00:02:11"
"01","11430","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","42","4","36","8","0","12","3582","3522","60","","","674","03/03/2023 00:02:11"
"01","11440","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","1","9","0","0","9","2944","2814","130","","","380","03/03/2023 00:02:11"
"01","11450","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","20","3","34","21","0","10","1843","1738","105","","","311","03/03/2023 00:02:11"
"01","11460","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","18","2","57","21","0","27","10406","8658","1748","","","1816","03/03/2023 00:02:11"
"01","11470","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","282","17","260","77","0","93","33490","28249","5241","","","5739","03/03/2023 00:02:11"
"01","11480","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","124","7","171","85","40","33","14619","12159","2460","","","2689","03/03/2023 00:02:11"
"01","11490","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","92","7","146","24","48","37","14956","10653","4303","","","2676","03/03/2023 00:02:11"
"01","11500","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","1","5","0","0","5","8341","8099","242","","","8043","03/03/2023 00:02:11"
"01","11510","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","97","4","88","41","0","29","8189","7396","793","","","1313","03/03/2023 00:02:11"
"01","11520","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","29","2","17","3","0","2","1648","1648","0","","","319","03/03/2023 00:02:11"
"01","11530","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","22","5","25","14","0","3","1022","1022","0","","","202","03/03/2023 00:02:11"
"01","11540","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","62","5","61","45","0","5","5221","5221","0","","","982","03/03/2023 00:02:11"
"01","11550","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","61","7","73","32","0","11","4445","4161","284","","","671","03/03/2023 00:02:11"
"01","11560","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","35","4","32","20","0","5","3144","3064","80","","","488","03/03/2023 00:02:11"
"01","11570","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","65","6","54","38","0","8","4675","4614","61","","","754","03/03/2023 00:02:11"
"01","11580","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","143","9","100","34","0","23","6194","6072","122","","","1094","03/03/2023 00:02:11"
"01","11590","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","1","0","0","0","0","0","0","0","","","414","03/03/2023 00:02:11"
"01","11600","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","109","15","135","68","0","23","8157","7963","194","","","1306","03/03/2023 00:02:11"
"01","11613","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","156","22","175","87","0","8","9603","9572","31","","","1551","03/03/2023 00:02:11"
"01","11620","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","45","8","66","24","0","8","2532","2465","67","","","474","03/03/2023 00:02:11"
"01","11630","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","27","3","34","18","0","2","2416","2416","0","","","471","03/03/2023 00:02:11"
"01","11641","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","114","10","115","40","0","33","11268","10239","1029","","","1687","03/03/2023 00:02:11"
"01","11642","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","1","0","0","0","0","0","0","0","","","648","03/03/2023 00:02:11"
"01","11650","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","104","11","100","77","0","22","7901","7869","32","","","2183","03/03/2023 00:02:11"
"01","11670","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","152","18","135","33","0","36","23161","23079","82","","","9196","03/03/2023 00:02:11"
"01","11680","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","194","15","146","66","0","29","10520","10421","99","","","1788","03/03/2023 00:02:11"
"01","11700","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","141","9","117","90","0","19","7871","7871","0","","","1471","03/03/2023 00:02:11"
"01","11710","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","114","7","108","49","0","28","7007","7007","0","","","1322","03/03/2023 00:02:11"
"01","11720","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","201","16","178","116","0","10","12561","12274","287","","","2262","03/03/2023 00:02:11"
"01","11730","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","169","10","565","73","441","21","20640","11468","9172","","","2004","03/03/2023 00:02:11"
"01","11740","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","31","4","26","13","0","1","1349","1349","0","","","248","03/03/2023 00:02:11"
"01","11750","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","70","6","56","19","0","4","4641","4641","0","","","886","03/03/2023 00:02:11"
"01","11760","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","133","9","75","8","0","17","6853","6678","175","","","1261","03/03/2023 00:02:11"
"01","11770","044","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","283","15","229","134","0","53","34428","31675","2753","","","7582","03/03/2023 00:02:11"
"01","11780","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","0","4","18","1","0","11","4030","3862","168","","","3030","03/03/2023 00:02:11"
"01","11790","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","56","7","55","29","0","8","3207","3207","0","","","563","03/03/2023 00:02:11"
"01","11800","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","221","24","249","132","1","63","29527","29373","154","","","7973","03/03/2023 00:02:11"
"01","11810","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","76","5","65","19","0","30","7944","7944","0","","","1830","03/03/2023 00:02:11"
"01","11820","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","115","8","105","45","0","23","7956","7664","292","","","1637","03/03/2023 00:02:11"
"01","11830","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","27","3","28","3","0","3","2174","2174","0","","","447","03/03/2023 00:02:11"
"01","11840","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","18","3","29","20","0","5","2494","2494","0","","","469","03/03/2023 00:02:11"
"01","11850","045","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","88","5","77","50","0","13","5088","5088","0","","","988","03/03/2023 00:02:11"
"01","11860","046","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","164","14","131","92","0","32","11768","11709","59","","","2660","03/03/2023 00:02:11"
"01","11870","046","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","83","3","50","11","0","7","5298","5298","0","","","1090","03/03/2023 00:02:11"
"01","11882","046","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","70","9","93","54","0","20","6212","6212","0","","","1176","03/03/2023 00:02:11"
"01","11883","046","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","16","4","25","3","0","12","3202","2882","320","","","519","03/03/2023 00:02:11"
"01","11884","046","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","175","12","144","58","0","18","11117","11117","0","","","2136","03/03/2023 00:02:11"
"01","11890","046","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","139","6","71","36","0","12","5960","5960","0","","","1152","03/03/2023 00:02:11"
"01","11900","046","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","25","1","25","12","0","13","1827","1579","248","","","249","03/03/2023 00:02:11"
"01","11910","046","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","3","2","12","2","0","3","326","298","28","","","54","03/03/2023 00:02:11"
"01","11920","046","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","69","8","157","47","4","98","19741","14889","4852","","","2638","03/03/2023 00:02:11"
"01","11930","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","4","1","21","1","0","16","1974","1974","0","","","389","03/03/2023 00:02:11"
"01","11941","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","38","7","97","58","0","37","15328","15065","263","","","2808","03/03/2023 00:02:11"
"01","11950","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","45","10","118","8","0","57","14332","14332","0","","","3299","03/03/2023 00:02:11"
"01","11960","043","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","016","75","5","76","40","0","23","8712","8482","230","","","1689","03/03/2023 00:02:11"
